,Movie,LikeCountMean,LikeCountMax,RetweetCountMean,RetweetCountMax,ReplyCountMean,ReplyCountMax,QuoteCountMean,QuoteCountMax,VerifiedMean,FriendsCountMean,FriendsCountMax,FollowersCountMean,FollowersCountMax,StatusesCountMean,StatusesCountMax,revenue
1931,The Killing of a Sacred Deer,10.95,163,2.93,62,0.67,13,0.31,6,0.36,9196.09,600603,99792.38,2701365,73849.48,878447,7027336.0
1932,The King,7.62,399,1.51,58,0.49,8,0.08,4,0.06,2942.55,119569,64454.01,4736127,53370.72,1006669,162589.0
1933,The King's Daughter,8.82,164,1.7,31,0.81,10,0.37,9,0.1,1580.37,14753,40666.55,2701369,61060.83,503640,2182492.0
1934,The King's Man,24.75,352,5.88,240,1.44,29,1.25,71,0.11,1546.19,13574,96897.84,4658867,57781.33,520028,125928656.0
1935,The Last 10 Years,7.24,147,0.47,15,0.73,8,0.06,2,0.05,1422.32,34547,5665.42,131710,22138.07,163998,22456368.0
1936,The Last Black Man in San Francisco,13.11,215,3.34,86,1.11,48,0.69,16,0.31,2283.01,45787,339477.61,10209140,59253.5,518331,2975184.0
1937,The Last Duel,13.32,253,1.64,32,0.73,8,0.22,4,0.15,2260.34,23681,33106.79,551995,63573.02,505976,30500000.0
1938,The Last Full Measure,7.76,124,2.01,23,0.38,5,0.2,3,0.2,5114.89,230872,161195.37,6390631,69848.6,2016501,3364426.0
1939,The Last Journey,21.82,666,2.67,77,1.17,10,0.29,5,0.12,1946.42,42965,204084.17,6217953,61616.6,1638959,867257.0
1940,The Last Letter from Your Lover,32.7,943,5.02,96,0.64,13,1.71,72,0.27,3937.39,137771,460848.91,19400636,135634.14,4168220,1451974.0
1941,The Last Tree,23.84,751,4.63,185,1.49,24,0.76,34,0.06,1396.95,14164,9485.17,136202,39615.93,851809,228676.0
1942,The Last Warrior,6.58,105,1.725,33,0.515,9,0.355,17,0.145,1888.415,93192,17361.065,1322087,52639.77,698288,1053002.0
1943,The Last Warrior,6.58,105,1.725,33,0.515,9,0.355,17,0.145,1888.415,93192,17361.065,1322087,52639.77,698288,30060061.0
1944,The Last Warrior: Root of Evil,5.0,5,0.0,0,0.0,0,0.0,0,0.0,249.0,249,8969.0,8969,45031.0,45031,27658331.0
1945,The Last Word,10.94,595,5.77,349,0.46,6,0.92,83,0.15,6458.35,230872,179937.03,6462587,74405.28,1160365,1783421.0
1946,The Laws of the Universe: The Age of Elohim,19.45,82,10.05,40,0.25,2,0.7,3,0.0,684.3,2707,1143.7,7716,26318.9,154914,5928973.0
1947,The Legend of Hallowaiian,10.391304347826088,83,3.0,19,0.34782608695652173,4,0.34782608695652173,5,0.2826086956521739,1750.195652173913,8737,7685.195652173913,35716,18349.717391304348,76286,53738.0
1948,The Legend of Hei,203.9090909090909,3943,59.36363636363637,1183,0.9545454545454546,9,2.3636363636363638,46,0.09090909090909091,977.5909090909091,4678,24679.68181818182,175493,18456.636363636364,88902,48045728.0
1949,The Legend of the Christmas Witch,1.5,2,0.3333333333333333,1,0.16666666666666666,1,0.0,0,0.0,20814.0,120303,33252.0,193627,41414.833333333336,222639,8769486.0
1950,The Lego Batman Movie,4.62,66,0.88,19,0.28,3,0.26,4,0.18,2105.44,37094,76843.63,2781719,58806.4,410922,311950384.0
1951,The Lego Movie 2: The Second Part,7.91,191,2.26,77,0.71,28,0.46,11,0.09,3330.28,36098,78691.57,3443067,58973.77,478331,192456290.0
1952,The Lego Ninjago Movie,4.13,43,1.03,11,0.25,5,0.17,4,0.3,3941.3,136077,530909.23,10826823,97294.35,791820,123081555.0
1953,The Leisure Seeker,10.23,300,5.12,289,0.62,7,1.77,109,0.29,7365.38,230872,186313.27,11979202,76776.38,2016501,3009621.0
1954,The Lighthouse,7.61,84,1.41,33,0.56,6,0.08,2,0.09,1578.57,24393,34719.39,1991690,131423.62,7250313,18123239.0
1955,The Lion King,4.16,76,0.48,11,0.36,4,0.11,4,0.03,1147.4,18243,3996.35,87264,45250.17,342368,1667635327.0
1956,The Little Stranger,19.12,1350,2.01,101,0.72,28,0.12,3,0.12,2660.25,78251,33921.34,1006177,51473.82,508386,1824902.0
1957,The Little Things,9.98,195,1.13,28,0.8,11,0.08,4,0.04,4616.28,196270,59480.0,5134661,48455.26,839215,29942746.0
1958,The Lodge,7.79,131,3.44,207,0.71,12,0.44,19,0.07,2163.87,35956,50221.9,3421947,61561.21,658484,2679585.0
1959,The Lodgers,4.6,28,1.52,21,0.29,7,0.13,3,0.11,8285.42,292022,70170.53,2870657,52444.91,403034,916727.0
1960,The Loony Park,4.73,86,0.71,19,0.92,13,0.1,2,0.05,1725.11,17619,3843.11,58821,40821.67,273621,1000000.0
1961,The Lost City,21.34,1182,4.41,307,2.15,57,0.36,5,0.26,1795.18,16646,980294.14,25657172,85640.97,944745,190800000.0
1962,The Lost City of Z,12.17,138,6.96,117,0.36,17,0.33,4,0.15,1473.93,26064,88586.3,1471281,77682.83,549151,8574339.0
1963,The Lost Daughter,23.8,264,7.12,191,0.56,8,0.53,7,0.24,2388.81,87889,346327.11,25656911,69678.0,966472,14521.0
1964,The Lost Land,7.21,382,1.25,38,0.59,23,0.1,3,0.05,2834.05,28916,7106.22,87127,74358.72,469630,202864.0
1965,The Lost Leonardo,8.32,184,1.73,47,0.48,7,0.27,4,0.29,10135.8,230877,115497.19,2870737,95971.56,1308928,567955.0
1966,The Mafia: Payback,13.35,445,4.775,163,2.0,67,0.575,20,0.025,15655.1,62575,31427.2,349889,118617.575,384170,75000.0
1967,The Man Who Invented Christmas,7.19,172,2.68,48,0.26,6,0.34,9,0.17,3092.46,95450,80596.64,6462591,44708.65,336711,8096007.0
1968,The Man with the Iron Heart,2.45,24,1.59,34,0.38,14,0.11,2,0.03,1171.39,16609,15804.59,545318,40682.67,502204,4412639.0
1969,The Many Saints of Newark,8.8,239,0.92,14,0.8,11,0.17,4,0.26,2418.15,34254,75480.71,3634331,100511.45,2041389,11620603.0
1970,The Marco Effect,5.36,120,1.13,32,0.83,4,0.12,2,0.08,1341.16,16512,52321.8,4634104,34219.35,365814,39200.0
1971,The Marksman,7.27,292,0.8,14,0.73,25,0.22,6,0.3,2579.61,82342,184658.11,3443087,76098.02,923335,23076711.0
1972,The Matrix Resurrections,55.44,2647,8.8,495,1.59,45,1.25,85,0.18,2430.72,40057,235444.4,9501637,63196.59,549905,156497322.0
1973,The Medium,5.11,26,0.45,6,0.81,10,0.12,2,0.08,1651.21,22833,12873.43,343012,43549.28,518326,7230000.0
1974,The Meg,6.58,67,1.21,10,0.75,7,0.36,5,0.33,2434.63,78251,192085.79,10826843,72289.3,791825,530243742.0
1975,The Mercy,5.51,168,1.11,51,0.56,13,0.2,14,0.03,1972.32,26531,27966.15,2143707,46563.55,369968,4536348.0
1976,The Midwife,2.7,25,0.39,7,0.57,5,0.06,2,0.04,1829.51,36400,11314.8,445559,37095.95,338165,7286136.0
1977,The Miracle Season,7.66,107,1.76,50,0.38,12,0.22,4,0.1,869.22,7080,60152.04,2713432,23766.59,261840,10230620.0
1978,The Miseducation of Cameron Post,15.18,423,5.82,208,0.31,3,0.29,8,0.21,1740.72,18122,120188.81,4635622,69494.1,401329,2019874.0
1979,The Morning After,10.91,204,1.84,59,0.87,18,0.11,4,0.07,1640.28,22399,7706.9,224918,34476.49,300683,2513010.0
1980,The Mortuary Collection,15.28,700,2.6,110,0.76,14,0.39,25,0.13,4366.09,86786,121057.19,9337534,84612.83,795385,34265.0
1981,The Mountain,7.58,114,0.93,13,0.59,7,0.07,2,0.11,1865.69,54403,22515.28,1050470,85770.66,3461874,61035.0
1982,The Mountain Between Us,4.45,162,0.99,38,0.37,4,0.12,2,0.2,2380.28,91294,205708.54,10826828,98509.07,2016501,62832209.0
1983,The Mule,24.41,1081,7.42,473,1.85,88,0.89,50,0.18,6219.16,303693,87574.91,2701358,77167.56,1114724,174804407.0
1984,The Mummy,11.76,306,2.81,75,1.05,23,0.22,8,0.11,1589.88,12275,41491.82,1845265,59946.01,541511,409231607.0
1985,The Music Box,14.94,587,7.47,396,0.42,13,0.98,46,0.07,1918.64,37954,7366.59,132339,47537.33,546446,5642.0
1986,The Music of Silence,5.64,64,2.25,38,0.28,3,0.17,5,0.13,45795.75,402412,60996.54,732794,259689.63,2064616,338778.0
1987,The Mustang,9.26,112,1.79,22,0.52,6,0.19,6,0.22,1449.08,40003,141173.1,6390637,55174.68,1863697,1144575.0
1988,The Necromancer,13.95,413,3.29,117,1.05,22,0.55,31,0.02,1417.61,8053,3764.54,75574,32532.87,301626,7841.0
1989,The Neighbor,3.62,30,0.35,14,0.32,3,0.04,1,0.04,2299.29,119690,3378.22,116965,27409.12,146307,5500000.0
1990,The Nest,8.57,143,0.72,17,0.76,7,0.09,5,0.02,2682.81,123695,20854.16,1512630,30375.62,395934,1200000.0
1991,The New Mutants,8.94,240,0.77,18,1.01,15,0.25,7,0.11,1798.45,23272,32540.31,2150671,82769.83,525470,49169594.0
1992,The Next Guardian,20.14,870,6.37,374,1.07,18,0.42,22,0.05,1217.4,13736,7239.72,158167,25350.54,441140,120000.0
1993,The Night,7.13,131,1.16,41,0.6,7,0.27,10,0.08,2201.29,35819,17199.15,513649,69220.36,2483985,25570.0
1994,The Night House,22.6,861,1.58,32,1.05,11,0.26,10,0.05,1382.25,17577,15262.34,1056400,37079.13,290794,14590542.0
1995,The Night of the Beast,12.43,600,1.61,80,0.51,15,0.05,1,0.01,1630.08,12829,5233.29,76005,37383.44,227159,18852.0
1996,The Nightingale,5.06,37,1.32,12,0.57,4,0.14,2,0.06,1007.65,6077,4652.33,77567,29129.68,349281,855756.0
1997,The Nile Hilton Incident,4.101010101010101,65,1.6161616161616161,49,0.1414141414141414,3,0.1919191919191919,8,0.2222222222222222,6169.171717171717,230872,101505.41414141415,2870657,57475.9898989899,967270,81089.0
1998,The Ninth,57.49,2428,7.48,346,2.12,67,1.84,95,0.14,2387.79,52364,72108.66,3443088,67320.15,2483908,958558.0
1999,The Northman,32.95,1070,7.6,302,1.05,16,0.42,14,0.11,2334.15,133235,286294.05,25657062,50184.66,944736,69633110.0
2000,The Novice,12.7,293,2.08,85,1.25,12,0.31,9,0.08,1568.88,26340,43074.99,2701365,21357.76,192468,24322.0
2001,The Nun,31.01,1303,6.95,290,2.23,98,1.4,49,0.07,1238.92,22842,9586.77,255854,33385.25,511659,365550119.0
2002,The Nut Job 2: Nutty by Nature,3.44,30,1.41,21,0.32,5,0.1,2,0.23,7467.48,230872,241299.1,10826837,89134.59,791824,65146020.0
2003,The Nutcracker and the Four Realms,8.85,419,23.42,1995,0.21,5,0.34,20,0.24,2093.01,55208,72616.66,1474778,47864.72,318313,59522646.0
2004,The Old Man & the Gun,10.81,137,2.36,53,0.39,6,0.32,15,0.41,9181.62,600603,473088.11,14984780,108690.58,878448,11277120.0
2005,The Only Living Boy in New York,3.74,92,0.54,8,0.5,9,0.06,2,0.15,1516.65,19611,51645.16,3698903,50957.82,376516,2550321.0
2006,The Opera House,9.45,541,1.98,53,0.45,18,0.2,6,0.16,1172.35,4995,20339.14,653753,83709.1,1464756,325235.0
2007,The Operative,5.05,141,0.95,24,0.63,10,0.14,5,0.15,2588.28,27291,103488.2,3674103,69613.46,731237,1431904.0
2008,The Originals,7.8,52,3.35,42,0.41,13,0.26,4,0.0,830.57,4965,3351.22,50756,54906.37,557466,491712.0
2009,The Other Me,4.92,215,0.57,32,0.63,20,0.1,2,0.02,1760.19,97556,3662.95,114118,32844.83,263635,371528.0
2010,The Other Side of Hope,7.4,320,4.04,232,0.6,23,0.32,24,0.01,1372.38,14865,6399.31,190974,43343.83,295249,1657449.0
2011,The Ottoman Lieutenant,3.56,78,1.45,61,0.14,3,0.06,1,0.1,3422.87,76223,87675.38,3579073,85737.67,944090,413844.0
2012,The Outfit,249.12,22197,11.34,1004,3.55,227,3.41,320,0.03,1021.38,6494,83007.82,7148285,33864.82,310459,4026709.0
2013,The Outlaws,5.86,113,0.7,16,0.56,18,0.08,2,0.08,997.4,5000,6192.13,130112,37134.86,237879,52946454.0
2014,The Outpost,4.04,51,0.92,29,0.47,3,0.07,2,0.07,1499.2,64863,44682.03,3650444,32529.99,420781,2133452.0
2015,The Owners,28.14,2109,4.3,343,0.84,13,0.31,22,0.03,1582.11,17958,7253.05,336931,49893.96,524061,225374.0
2016,The Painted Bird,4.89,72,1.49,36,0.62,7,0.16,3,0.18,4265.63,224537,102774.03,2798659,54901.8,484772,659535.0
2017,The Pale Door,9.94,122,1.74,11,0.6,8,0.42,5,0.21,6386.67,78254,62283.92,3443096,59317.91,478333,21200.0
2018,The Palindromists,30.38,2286,7.33,584,0.93,29,0.57,23,0.04,870.66,5001,5117.67,152396,8539.9,133254,100000.0
2019,The Panti Sisters,41.91,1478,6.39,278,0.75,10,2.2,148,0.32,791.94,12489,526705.78,8832119,118490.32,1023422,8727994.0
2020,The Party,4.13,75,0.79,9,0.39,7,0.11,3,0.02,1721.06,24746,5167.74,75168,51443.6,394257,3300000.0
2021,The Passenger,3.43,30,0.54,20,0.76,16,0.14,8,0.07,1171.11,7192,9238.75,583127,30038.72,383695,10000.0
2022,The Passengers of the Night,12.64,402,2.29,71,0.66,18,0.24,5,0.22,6462.69,230877,224101.25,10827212,76962.01,1026494,1396831.0
2023,The Pathological Optimist,1.94,18,0.51,11,0.17,3,0.07,1,0.02,2733.74,31501,5549.04,99142,48115.85,355834,11222.0
2024,The Penitent Thief,5.57,71,1.06,29,0.57,8,0.08,3,0.01,8254.06,73600,13199.52,125736,24016.42,120698,23800.0
2025,The Perfect Candidate,5.5,93,0.74,22,0.51,4,0.02,1,0.02,1839.51,20371,2546.1,50748,44458.61,301182,1338195.0
2026,The Perfect Date,7.56,163,0.65,17,0.93,22,0.18,4,0.03,1146.7,18535,5329.18,103238,46536.64,361640,947455.0
2027,The Perfect Family,48.16,2412,4.81,208,0.68,11,0.55,28,0.04,7459.09,632268,75770.55,6214647,30938.79,584779,1401254.0
2028,The Personal History of David Copperfield,20.65,353,6.0,89,0.76,17,0.92,22,0.24,11770.01,230875,145031.6,3443081,130748.34,2016501,11620337.0
2029,The Photograph,9.11,378,1.88,77,0.54,8,0.44,20,0.13,1493.31,10114,53865.57,2393875,70219.73,488785,20690779.0
2030,The Pioneer,6.39,135,1.26,15,0.47,3,0.2,2,0.07,1646.97,27538,7893.27,303041,28953.13,311124,18900000.0
2031,The Pirates: The Last Royal Treasure,127.9,1105,50.7,459,1.3,5,1.2,11,0.0,98.6,326,22824.7,125903,33932.3,167136,10247262.0
2032,The Plan,5.47,231,0.71,12,0.51,5,0.03,1,0.11,2985.78,118674,10568.84,299637,49123.26,478599,158443.0
2033,The Poison Rose,8.32,136,1.37,19,0.57,6,0.17,3,0.15,1996.43,33537,409052.99,14077945,59413.14,475778,323754.0
2034,The Possession of Hannah Grace,20.41,776,3.84,108,1.3,58,0.63,28,0.14,1901.04,78251,110844.55,6462589,44138.46,353020,41036181.0
2035,The Post,10.84,231,2.61,102,1.74,53,0.64,13,0.09,3990.5,95920,152848.62,7798560,82511.24,2138968,179769467.0
2036,The Predator,8.96,272,2.76,70,0.71,14,0.17,3,0.22,3915.69,162638,183366.74,2325259,45828.13,355829,160542134.0
2037,The Predators,31.24,1599,6.15,290,0.75,21,0.69,58,0.05,1765.91,9747,7139.02,194045,42127.53,361853,206589.0
2038,The Prodigy,15.18,518,2.86,112,1.26,56,0.93,43,0.17,2167.22,47814,229168.78,14077948,45253.52,462245,21150265.0
2039,The Professor,5.23,176,0.57,38,0.57,3,0.08,5,0.03,1129.52,35558,5701.85,183651,32068.63,953864,3645308.0
2040,The Professor and the Madman,8.66,119,1.93,18,0.5,9,0.38,4,0.12,2642.84,33540,30344.36,968400,64815.45,508386,4957273.0
2041,The Promise,5.76,54,2.16,23,0.27,3,0.27,4,0.16,2184.43,66372,31393.33,676158,43167.21,565715,12448676.0
2042,The Proposal,19.93,1328,3.9,134,1.19,29,0.53,29,0.19,1652.77,13621,56498.77,2701360,42148.45,467277,11573.0
2043,The Protégé,23.33,689,4.14,119,1.2,31,0.81,34,0.16,2034.7,20124,106266.54,4205379,70261.05,764692,8639684.0
2044,The Queen's Corgi,8.97,279,3.66,52,0.3,5,0.05,1,0.06,3754.02,18693,17944.55,198353,120771.67,395794,35515687.0
2045,The Reality of #VanLife,3.775,43,1.575,10,0.1875,4,0.075,1,0.0625,1819.6375,10449,30931.525,2143770,64700.725,2684529,7500.0
2046,The Realm,8.34,185,1.44,32,0.92,10,0.07,1,0.11,2799.65,75126,39208.17,1229067,71048.66,1744959,1932261.0
2047,The Recall,16.21,645,5.97,333,1.55,42,0.53,12,0.12,3431.1,119801,66166.69,1917470,45629.55,349250,1319566.0
2048,The Reckoning,6.78,94,1.34,24,0.53,7,0.08,2,0.06,2778.04,49477,13344.75,299707,60107.75,564878,165216.0
2049,The Rental,5.94,84,1.36,38,0.59,10,0.15,2,0.19,2534.36,48656,100308.78,7798643,48395.86,447768,4296804.0
2050,The Rescue,15.7,941,1.57,89,1.09,53,0.19,6,0.1,2920.55,120922,41548.33,2353879,35500.41,327162,946634.0
2051,The Rising Hawk,9.8,67,2.79,18,0.9,7,0.23,2,0.07,719.95,11025,17700.34,614020,77908.87,3231487,1560697.0
2052,The Ritual,21.86,1389,5.04,301,1.23,61,0.27,9,0.1,6525.9,235959,46950.66,2803657,37002.23,272276,1786396.0
2053,The Roundup,8.35,180,1.89,20,0.93,26,0.23,4,0.23,2141.13,22440,60873.23,3002698,28385.25,312928,100130688.0
2054,The Russian Five,22.55,622,9.1,546,1.14,20,1.28,30,0.44,3257.89,45076,69664.03,1852742,74555.68,311004,485049.0
2055,The School of the Magical Animals,7.333333333333333,19,2.0,4,0.0,0,0.3333333333333333,1,0.6666666666666666,77438.0,230877,993922.0,2870735,183241.0,403046,13128530.0
2056,The Seagull,7.51,238,1.49,45,0.48,6,0.19,4,0.19,5125.97,120921,155662.53,6390616,70026.76,2016501,1057421.0
2057,The Secret Garden,8.31,197,1.36,42,0.68,14,0.25,11,0.02,1492.25,11992,4507.2,103995,36996.11,377881,889816.0
2058,The Secret Life of Pets 2,6.53,107,0.9,11,0.38,4,0.06,2,0.16,6928.13,230872,420044.65,10826878,120921.13,1353786,155152550.0
2059,The Secret Scripture,11.59,370,3.75,65,0.42,12,0.29,8,0.16,4088.57,91294,20809.48,366479,79459.68,2016501,152761.0
2060,The Secret of Happiness,14.9,387,8.62,275,0.48,4,0.15,4,0.05,7678.47,335170,104562.26,6217866,105318.17,1503434,28893.0
2061,The Secret: Dare to Dream,60.08,1686,10.93,391,1.55,50,2.3,119,0.35,7220.34,120922,236715.06,2192048,116710.64,2016501,3215636.0
2062,The Secrets We Keep,6.7,110,1.57,17,0.49,25,0.17,3,0.11,2485.91,44146,47610.0,2701362,45945.98,336730,615233.0
2063,The Sense of an Ending,3.96,41,2.13,32,0.34,7,0.24,3,0.18,4336.89,94209,234683.26,14984777,57827.97,1016017,5081495.0
2064,The Seven Deadly Sins: Cursed by Light,48.71,528,4.34,37,0.91,23,0.6,14,0.1,846.28,12371,68209.93,1676054,33579.39,410923,1094673.0
2065,The Sex Trip,8.22,191,2.69,65,1.06,23,0.56,16,0.12,3730.05,205369,68663.99,2826891,75900.37,547157,28245.0
2066,The Shack,15.5,555,3.96,122,1.03,39,0.25,7,0.25,4415.61,230872,133713.33,3443072,54000.77,640537,92924405.0
2067,The Shape of Water,22.29,547,6.02,166,0.75,8,0.73,33,0.28,5048.63,120921,1089501.79,54733101,91409.78,492697,194989655.0
2068,The Shiny Shrimps,3.9,9,2.1,6,0.1,1,0.0,0,0.1,23619.1,230875,289471.2,2870697,83289.8,403040,4645750.0
2069,The Silence,7.95,198,1.35,19,0.65,10,0.11,5,0.06,3905.27,202722,30081.19,1964853,54300.99,1025678,2325977.0
2070,The Sisters Brothers,13.33,550,2.38,91,0.67,16,0.33,9,0.12,3969.23,230872,131325.3,8992454,52811.44,640538,13143056.0
2071,The Snowman,4.61,67,0.99,21,0.71,12,0.26,9,0.11,6441.59,230872,44442.59,2870642,83390.4,2183284,43203413.0
2072,The Son of Bigfoot,3.352272727272727,72,0.8409090909090909,17,0.32954545454545453,12,0.11363636363636363,3,0.07954545454545454,3547.340909090909,144759,11379.545454545454,138099,52462.90909090909,1022574,46372519.0
2073,The Song of Names,6.79,197,1.22,26,0.53,19,0.15,3,0.36,1693.6,12000,140189.94,3995483,54774.37,482871,1138962.0
2074,The Soul-Mate,4.92,172,1.15,41,0.51,4,0.15,6,0.04,2218.49,56998,4428.73,98446,54281.97,1795417,3300000.0
2075,The Souvenir,17.17,218,3.41,39,0.39,6,0.29,4,0.33,9092.11,600602,615595.63,19400509,129999.65,2016501,1719157.0
2076,The Souvenir: Part II,10.65,91,1.0,9,0.82,5,0.23,6,0.18,2049.41,9782,60547.67,857087,50685.65,455261,98929.0
2077,The Space Between The Lines,27.15,644,4.05,132,1.41,23,0.72,40,0.11,1126.33,9757,32142.7,978173,42488.22,473555,4846415.0
2078,The Space Between Us,3.62,42,1.44,40,0.35,3,0.18,5,0.07,839.16,11187,70748.75,1287739,37497.54,355829,14793385.0
2079,The Spacewalker,4.84,80,2.36,56,0.55,13,0.04,1,0.07,874.65,12188,11503.56,464305,67954.06,1768112,9868942.0
2080,The Sparks Brothers,33.48,1415,3.77,139,1.21,17,0.6,20,0.36,1796.88,12807,313578.79,19400694,72172.73,533458,677946.0
2081,The Speech,5.4,217,1.37,106,0.88,25,0.1,3,0.04,2299.4,24693,5198.19,185612,36888.73,717434,3044720.0
2082,The SpongeBob Movie: Sponge on the Run,21.45,908,3.09,99,1.23,39,0.43,9,0.09,3696.76,37094,39847.36,716508,65689.62,344470,4700000.0
2083,The Spy Who Dumped Me,10.15,396,1.27,28,0.53,10,0.11,3,0.2,4427.52,91293,184385.85,6963266,101782.8,2016501,33562069.0
2084,The Square,15.43,1305,2.44,188,0.54,27,0.34,26,0.08,2710.16,91294,36865.77,1845049,55109.21,2016501,1502347.0
2085,The Staggering Girl,15.78125,323,4.296875,76,0.375,3,1.8125,87,0.140625,1432.6875,10362,177947.203125,3523422,73909.03125,971936,11032.0
2086,The Strangers: Prey at Night,7.11,94,1.78,28,0.52,7,0.18,7,0.15,5176.52,78251,53959.53,859121,53480.09,462224,31039126.0
2087,The Stronghold,4.52,79,3.42,214,0.3,7,0.05,2,0.05,3205.12,89350,14050.45,539906,54263.26,2698583,2745966.0
2088,The Suicide Squad,14.93,561,0.91,23,0.85,14,0.17,6,0.04,1216.89,9402,5406.75,242219,34505.23,410922,168657565.0
2089,The Summit,8.2,74,3.23,41,0.28,6,0.75,15,0.12,2779.44,131756,20580.38,349364,30496.32,281777,5699056.0
2090,The Sun Is Also a Star,11.89,649,1.58,54,0.48,6,0.15,3,0.23,4662.18,230875,224414.66,6462585,87444.4,2016501,1040000.0
2091,The Superdeep,9.94,251,1.46,32,1.0,16,0.16,3,0.04,2619.5,35388,101238.93,4567624,46762.27,404982,596370.0
2092,The Swarm,12.32,272,1.46,30,0.71,13,0.16,4,0.15,1350.79,38997,102905.28,9337457,28045.43,490502,3000000.0
2093,The Tax Collector,21.32,518,3.66,81,2.49,76,1.71,122,0.17,2302.78,33537,95278.79,3995481,76585.23,785740,942666.0
2094,The Time Guardians,17.07,1154,2.42,202,2.27,99,0.16,7,0.02,1762.49,18903,3564.34,45492,40871.29,335093,11709.0
2095,The Titan,7.66,126,1.61,16,0.43,7,0.12,3,0.09,1547.65,11125,104592.03,9501441,31022.62,256544,2635408.0
2096,The Tobacconist,3.09,22,1.07,13,0.36,10,0.09,3,0.05,1579.06,19503,3513.52,109131,40761.24,663949,360996.0
2097,The Tokyo Night Sky Is Always the Densest Shade of Blue,3.6,6,1.2,2,1.0,2,0.2,1,0.0,645.2,981,7037.0,19934,57076.2,92217,59989.0
2098,The Traveler,7.46,193,1.63,66,0.41,3,0.06,3,0.02,973.62,9707,3336.75,98522,74647.89,972822,11461.0
2099,The Trial of the Chicago 7,6.02,60,1.42,50,0.42,3,0.11,4,0.19,2911.44,109019,219164.79,11979217,66202.78,488785,107423.0
2100,The Truth,22.7,1486,27.83,2589,6.67,416,2.51,225,0.05,3299.71,77559,617327.41,60719200,76414.83,1171710,4873627.0
2101,The Tunnel,4.55,63,1.06,13,0.64,26,0.08,3,0.08,4400.81,302878,27567.05,1937381,41430.93,541764,1095349.0
2102,The Turning,14.21,485,2.44,126,0.53,5,0.24,5,0.1,5256.19,323541,29312.5,1021244,52666.0,1378199,18472775.0
2103,The Twin,7.57,113,0.67,12,0.86,12,0.14,4,0.04,1023.28,7389,90962.98,8671321,35798.74,1164035,492000.0
2104,The Two Popes,12.29,591,2.42,144,1.08,30,0.86,60,0.25,13794.47,600599,193583.36,6390646,134679.12,2016501,232638.0
2105,The Unbearable Weight of Massive Talent,7.03,103,0.87,18,0.56,9,0.1,2,0.19,3629.84,137780,276570.44,19400641,58615.38,544143,29116320.0
2106,The Unholy,58.28,3671,13.25,1029,1.86,46,1.53,127,0.08,1741.68,22280,116362.5,4550528,30155.57,276468,30833138.0
2107,The Upside,31.4,2417,3.09,151,2.25,135,0.27,9,0.14,2383.92,39631,408026.05,37628095,42783.55,356552,111353135.0
2108,The Vault,7.77,145,1.99,45,0.54,19,0.25,8,0.12,3112.04,82010,28763.42,513952,42879.27,509663,5728.0
2109,The Vegetable,14.1,1039,0.9,44,4.76,424,0.15,5,0.08,1776.75,37356,13660.5,628538,31595.79,192494,8475827.0
2110,The Vigil,16.39,760,4.3,294,0.64,15,0.22,10,0.06,2185.41,26064,19499.02,1245710,37509.65,265675,742476.0
2111,The Villainess,8.35,98,6.45,81,0.29,3,0.4,5,0.08,785.08,15973,54331.96,1106496,38625.76,212708,8737458.0
